UT,N_ION,VX_ION,VY_ION,VZ,TX_ION,TY_ION,TZ_ION,VT_ION,TT_ION
2009-09-15T14:49:40.046Z,27.015327,-90.572081,-128.99971,25.955051,187.34533,204.68514,108.38849,159.7432055,297.8965323
2009-09-15T14:49:43.178Z,23.687368,-81.780524,-127.35607,32.381291,163.58948,185.9217,101.14442,154.7778107,267.5043742
2009-09-15T14:49:46.310Z,24.591935,-80.390601,-115.33891,29.291705,158.09655,162.32138,102.74254,143.6095988,248.7946524
2009-09-15T14:49:49.442Z,22.927857,-82.350551,-102.85427,31.488531,153.46162,163.79249,100.79036,135.4700767,246.0429744
2009-09-15T14:49:52.574Z,24.007539,-79.528633,-129.55964,35.034246,174.65397,177.33743,100.20097,156.0060966,268.3147549
2009-09-15T14:49:55.706Z,25.525019,-93.344031,-121.5731,26.862883,184.38619,192.99801,101.22752,155.6108648,285.470681
2009-09-15T14:49:58.838Z,26.838143,-82.148073,-122.22519,34.641133,192.90132,186.47557,98.085894,151.2855283,285.6657138
2009-09-15T14:50:01.971Z,25.932995,-93.137076,-120.26257,32.05139,172.10035,196.9657,101.25737,155.4506104,280.4765096
2009-09-15T14:50:05.103Z,24.356566,-88.073782,-100.43686,30.797476,170.07965,181.90378,105.04795,137.0877035,270.279752
2009-09-15T14:50:08.235Z,24.560563,-100.35535,-124.01952,38.16843,167.4151,171.11788,99.226664,164.0392229,259.1429633
2009-09-15T14:50:11.367Z,26.865969,-90.689212,-113.09098,36.652659,164.04862,166.45039,97.842961,149.5243135,253.3592846
2009-09-15T14:50:14.499Z,27.332601,-99.108385,-115.75286,39.418462,157.25373,166.79137,96.331827,157.4007996,248.6522021
2009-09-15T14:50:17.631Z,26.04809,-96.522941,-110.08921,38.356184,168.21206,168.22608,93.298469,151.3522684,255.5384813
2009-09-15T14:50:20.763Z,26.689835,-97.653931,-94.189229,36.835892,175.60551,190.09912,98.325141,140.5872826,276.8443677
2009-09-15T14:50:23.895Z,27.477484,-105.28765,-107.02887,37.355268,185.87756,181.86435,104.28754,154.7129093,280.1802993
2009-09-15T14:50:27.027Z,30.045363,-101.69645,-113.62481,43.593174,177.54907,183.49002,101.26814,158.597384,274.6770756
2009-09-15T14:50:30.159Z,26.309425,-89.425046,-118.55258,50.04958,174.94612,176.79836,103.83758,156.7051803,269.5293083
2009-09-15T14:50:33.291Z,27.914193,-88.933982,-107.34078,50.826278,179.60059,179.14348,109.08971,148.3732009,276.1327999
2009-09-15T14:50:36.423Z,26.192022,-88.204726,-110.25604,53.266176,188.71585,184.12001,113.01856,150.909753,286.8571858
2009-09-15T14:50:39.556Z,25.78313,-79.829943,-100.9423,45.525703,182.36705,192.76071,110.61193,136.5091842,287.4881412
2009-09-15T14:50:42.688Z,22.426806,-87.373093,-104.31206,50.397072,180.19948,188.82016,114.12352,145.1031637,284.8667816
