UT,N_ION,VX_ION,VY_ION,VZ,TX_ION,TY_ION,TZ_ION,VT_ION,TT_ION
2009-09-15T15:20:34.242Z,31.707755,-104.41547,-92.305464,41.366802,174.32057,172.65026,147.16399,145.3757248,286.0996563
2009-09-15T15:20:37.375Z,28.40948,-102.8648,-109.05338,33.784352,187.00772,192.8066,153.57414,153.6723437,309.404733
2009-09-15T15:20:40.507Z,26.045166,-104.67093,-104.07251,23.302325,191.9058,199.38541,153.90602,149.4325576,316.6535027
2009-09-15T15:20:43.639Z,27.562109,-96.978408,-97.792923,33.039965,177.73861,182.07729,141.91021,141.633,291.3445739
2009-09-15T15:20:46.771Z,25.051997,-102.87399,-91.865557,28.279356,179.23173,188.77608,154.1597,140.790839,302.5320388
2009-09-15T15:20:49.903Z,27.416599,-111.88175,-102.79551,31.584181,172.83642,177.29534,137.26637,155.1837728,283.1044366
2009-09-15T15:20:53.035Z,27.650993,-105.83705,-108.19174,35.348225,168.04347,170.46905,124.40075,155.423392,269.7662904
2009-09-15T15:20:56.167Z,26.951513,-107.91377,-108.42097,40.333593,172.68726,181.72309,128.56527,158.2001492,281.732497
2009-09-15T15:20:59.299Z,26.310355,-126.94448,-105.13458,35.590331,184.73701,201.7615,132.66712,168.6263697,304.0329431
2009-09-15T15:21:02.431Z,32.586254,-142.63934,-102.57483,38.875345,207.82326,196.09546,133.41722,179.9412946,315.3475724
2009-09-15T15:21:05.563Z,33.988339,-130.74993,-97.725515,42.750081,176.84034,184.07753,113.87696,168.7405994,279.508506
2009-09-15T15:21:08.695Z,30.895558,-119.47678,-99.758961,46.645941,178.83266,182.13879,116.59199,162.4881382,280.6231481
2009-09-15T15:21:11.828Z,33.49443,-114.774,-106.80894,42.054434,179.53752,173.92773,118.55833,162.3262029,276.6598163
2009-09-15T15:21:14.960Z,32.824196,-117.62278,-111.09115,27.619286,172.18682,174.00025,127.9082,164.1316147,276.1972042
2009-09-15T15:21:18.092Z,29.935397,-116.9298,-105.59711,27.473428,172.14753,178.87237,125.40766,159.9316011,278.131584
2009-09-15T15:21:21.224Z,27.133979,-110.20209,-106.5518,29.665426,196.30254,191.25245,134.33593,156.1339945,305.2184938
2009-09-15T15:21:24.356Z,26.259109,-99.992913,-109.39489,28.151584,218.59379,201.66603,160.34397,150.8586633,337.879596
2009-09-15T15:21:27.488Z,26.201611,-103.73776,-105.33249,33.002425,221.25555,214.52912,208.76692,151.4781052,372.237006
2009-09-15T15:21:30.620Z,26.669619,-93.510556,-100.00758,29.115451,221.40128,222.32967,191.5048,139.9766039,367.5909376
2009-09-15T15:21:33.752Z,28.071931,-89.844376,-102.09826,25.416431,214.71661,224.42333,218.17385,138.3548393,379.564069
2009-09-15T15:21:36.884Z,26.408659,-84.815363,-110.60275,31.154309,211.34192,219.85546,176.67009,142.8187841,352.4402802
2009-09-15T15:21:40.016Z,30.61406,-98.167985,-86.354582,27.330779,191.82928,197.26434,166.65639,133.5703507,321.6924693
2009-09-15T15:21:43.148Z,30.965485,-93.745782,-87.234267,30.192811,202.90849,194.27143,169.31943,131.5663134,327.9974287
2009-09-15T15:21:46.280Z,27.550142,-84.682787,-86.401999,21.860143,194.11429,186.86743,168.67215,122.9404152,317.8837652
2009-09-15T15:21:49.413Z,25.653016,-81.397394,-67.607565,13.738481,189.03833,195.45896,160.27939,106.7008175,315.6409006
2009-09-15T15:21:52.545Z,30.180183,-79.029106,-78.323818,34.132613,159.21498,154.30109,141.83899,116.3840854,263.2043604
2009-09-15T15:21:55.677Z,28.399829,-79.660331,-71.459998,34.52806,146.15266,155.52024,131.02968,112.447706,250.4314719
2009-09-15T15:21:58.809Z,29.831782,-117.24088,-83.56139,23.421745,146.8627,158.83071,131.65577,145.8646907,253.2372186
2009-09-15T15:22:01.941Z,29.102671,-114.4496,-82.887535,11.792882,185.03078,159.75653,149.14382,141.8031257,286.3606423
2009-09-15T15:22:05.073Z,28.870011,-96.281491,-88.520386,39.037679,151.76223,157.23056,120.38323,136.4914819,249.4901712
2009-09-15T15:22:08.205Z,34.186639,-91.796265,-87.687763,34.193873,177.62956,151.14256,111.71157,131.4721225,258.6035748
2009-09-15T15:22:11.337Z,28.02494,-84.336236,-108.06693,39.938983,157.23108,177.05192,115.2333,142.7801962,263.3395305
2009-09-15T15:22:14.469Z,29.982883,-77.110777,-105.17801,37.130269,205.0286,185.28054,131.80503,135.5991983,306.166901
2009-09-15T15:22:17.601Z,28.172889,-64.969232,-114.73254,43.038485,194.11475,200.22744,163.23142,138.6970369,323.1347403
2009-09-15T15:22:20.733Z,35.213653,-88.169208,-94.981377,38.871971,144.93747,157.62785,153.9543,135.300781,263.733456
2009-09-15T15:22:23.866Z,45.205288,-101.05177,-57.893139,36.723992,111.95374,113.99079,121.8993,122.1135838,200.96512
2009-09-15T15:22:26.998Z,40.591197,-101.1355,-72.604296,32.892942,159.16542,137.62596,128.49541,128.7700229,246.5473711
2009-09-15T15:22:30.130Z,40.589831,-88.009339,-96.226248,28.118866,141.25731,142.06636,134.59094,133.400919,241.3528525
2009-09-15T15:22:33.262Z,35.768672,-85.785896,-94.006672,28.226123,149.01908,153.24736,149.98669,130.357924,261.1272616
2009-09-15T15:22:36.394Z,33.080161,-91.471413,-105.9909,11.449264,153.24799,165.51223,154.61097,140.4712637,273.4662626
2009-09-15T15:22:39.526Z,34.714741,-112.85012,-108.88796,-6.7671428,199.92503,204.21619,188.93851,156.9634723,342.5960164
2009-09-15T15:22:42.658Z,34.33387,-117.92791,-97.654371,-4.0842892,201.25041,209.88637,193.36115,153.1667377,349.202735
2009-09-15T15:22:45.790Z,35.062883,-123.05955,-100.58867,-13.53704,192.63707,210.3506,192.76241,159.514842,344.2582786
2009-09-15T15:22:48.922Z,30.534786,-123.93968,-98.269516,-10.966597,202.44772,192.90162,171.12883,158.5503337,327.8432412
2009-09-15T15:22:52.054Z,32.140029,-127.62977,-97.402611,0.32525399,188.1044,195.33037,173.00349,160.5513395,321.6635296
2009-09-15T15:22:55.186Z,29.74422,-118.32561,-104.76218,-5.8210558,198.86592,199.9581,175.77809,158.1453415,332.30834
2009-09-15T15:22:58.319Z,32.137862,-127.75347,-92.029411,0.54558487,184.9841,185.5287,190.7561,157.4504978,324.0800911
2009-09-15T15:23:01.451Z,32.545604,-128.18805,-83.975544,1.4864083,185.60429,187.88151,184.06041,153.252333,321.910933
2009-09-15T15:23:04.583Z,34.763784,-128.02823,-82.993492,13.475873,176.34779,175.11316,161.91798,153.169013,296.615229
2009-09-15T15:23:07.715Z,31.463009,-127.89044,-91.388617,8.6760936,176.64578,182.42595,160.63346,157.4265497,300.4764006
2009-09-15T15:23:10.847Z,33.009498,-142.30631,-108.27408,29.740658,147.02875,166.71276,160.16705,181.2701548,273.9782502
2009-09-15T15:23:13.979Z,31.869659,-161.06639,-78.610631,5.0785589,157.08361,149.90843,160.41522,179.2980899,269.9645175
2009-09-15T15:23:17.111Z,36.686101,-161.51981,-73.982457,-8.5978078,141.25614,124.53153,138.62819,177.8650479,233.8357845
2009-09-15T15:23:20.243Z,33.181337,-157.28834,-75.567451,2.8609969,149.61807,137.88714,160.84198,174.5229121,259.3618568
2009-09-15T15:23:23.375Z,31.632876,-158.46077,-85.171318,6.9584841,134.48444,142.89267,171.79606,180.0344121,260.8031173
2009-09-15T15:23:26.507Z,30.493241,-161.198,-90.40838,14.117871,142.47658,151.71424,159.87772,185.35853,262.4455597
2009-09-15T15:23:29.639Z,31.543163,-158.84735,-82.975488,17.73974,141.06808,138.84742,154.68932,180.089174,251.2122508
2009-09-15T15:23:32.771Z,31.892406,-149.76868,-71.83499,19.713869,134.1152,136.06426,159.21667,167.2709178,248.6972411
2009-09-15T15:23:35.904Z,34.226621,-141.10878,-57.588626,6.061748,124.34989,123.81498,155.29482,152.5283004,234.3278164
2009-09-15T15:23:39.036Z,37.027724,-135.50486,-79.457431,2.3983046,134.12573,123.65127,133.83847,157.1012485,226.2566774
2009-09-15T15:23:42.168Z,38.690256,-134.41565,-82.091936,8.5996741,149.04854,136.31062,128.18961,157.7358783,239.2250583
2009-09-15T15:23:45.300Z,36.412273,-127.33547,-59.93033,1.4848819,143.85595,131.26378,125.37731,140.7415051,231.6121416
2009-09-15T15:23:48.432Z,31.624344,-111.24498,-54.4792,-13.716125,129.12949,128.71914,132.67756,124.6256831,225.4914125
2009-09-15T15:23:51.564Z,29.901288,-112.45045,-55.654876,-7.7147356,145.89152,141.59695,144.06669,125.7063486,249.1771318
2009-09-15T15:23:54.696Z,29.900281,-96.772401,-41.808248,-2.9149981,137.52059,139.19712,130.10249,105.4576901,234.9774644
2009-09-15T15:23:57.828Z,44.958347,-87.964167,-53.025072,20.34036,106.21856,99.823143,97.25906,104.7047429,175.2323233
2009-09-15T15:24:00.960Z,35.063703,-82.33935,-61.22388,25.211521,122.51035,117.59696,111.56433,105.6586619,203.1857047
2009-09-15T15:24:04.092Z,34.595601,-78.643463,-67.317622,14.908292,115.7231,121.74909,108.50137,104.5883056,199.9680577
2009-09-15T15:24:07.224Z,32.843558,-74.95944,-65.640652,20.637062,130.56685,125.995,124.3322,101.7521556,219.9566737
2009-09-15T15:24:10.357Z,38.971743,-68.864757,-78.251812,18.029658,111.95881,110.97187,101.05136,105.786433,187.2455832
2009-09-15T15:24:13.489Z,41.569005,-48.78511,-90.872184,14.368496,122.76412,110.50676,96.863384,104.1354621,191.4818224
2009-09-15T15:24:16.621Z,34.828185,-49.778619,-95.990385,26.046459,108.5494,120.75879,99.212338,111.2226728,190.2859575
2009-09-15T15:24:19.753Z,30.159219,-59.750856,-83.887072,32.721523,136.1348,139.55506,112.57854,108.0643499,225.1271334
2009-09-15T15:24:22.885Z,26.540772,-56.85542,-76.400624,30.815026,158.22638,157.22792,126.9296,100.0957539,256.6463121
2009-09-15T15:24:26.017Z,29.809209,-66.879714,-64.098088,36.798029,122.81994,134.44243,115.46758,99.67725903,215.6206546
2009-09-15T15:24:29.149Z,29.838476,-73.380407,-76.404096,33.431373,137.46165,140.15038,114.85964,111.0852228,227.4435559
2009-09-15T15:24:32.281Z,27.212185,-67.054889,-73.773524,37.583474,133.71584,136.21047,115.82262,106.542989,223.2668746
2009-09-15T15:24:35.413Z,30.947565,-60.981677,-73.799742,37.527711,136.75574,132.27119,119.44029,102.8275058,224.6414543
2009-09-15T15:24:38.545Z,30.451557,-50.093583,-92.130544,27.958025,136.01866,139.16797,131.68316,108.5313566,234.9664963
2009-09-15T15:24:41.677Z,35.354256,-45.049102,-90.994047,35.883628,124.67826,125.26264,111.06885,107.6892424,208.7383217
2009-09-15T15:24:44.810Z,32.46531,-24.476944,-97.145423,35.239792,123.29295,122.33793,109.2302,106.1988556,205.1803042
2009-09-15T15:24:47.942Z,29.838984,-25.547773,-94.111971,36.799916,110.87078,121.2996,110.04425,104.2304447,197.7767928
2009-09-15T15:24:51.074Z,30.247624,-32.43505,-94.037924,40.775533,116.02992,120.67566,109.8637,107.5072449,200.238832
2009-09-15T15:24:54.206Z,30.656266,-34.126626,-98.988939,40.143298,120.19626,122.48826,111.41758,112.1379553,204.6078979
2009-09-15T15:24:57.338Z,31.736111,-31.528829,-108.16755,44.0463,125.28865,134.66107,108.12132,120.9725691,213.3566719
2009-09-15T15:25:00.470Z,32.349039,-35.238621,-106.35058,47.817632,124.20323,139.9015,100.28017,121.814335,212.2615946
2009-09-15T15:25:03.602Z,32.75769,-31.443872,-110.46756,45.261689,131.19902,133.54809,104.39606,123.4520935,214.3520761
2009-09-15T15:25:06.734Z,31.269457,-32.880917,-123.84791,40.954589,137.10782,143.69189,111.09841,134.5241163,227.5714619
2009-09-15T15:25:09.866Z,31.327912,-41.626857,-122.87087,38.750299,137.88876,147.16104,105.9768,135.3943558,227.8173917
2009-09-15T15:25:12.998Z,27.592568,-39.497668,-124.72032,40.058189,146.69982,154.86718,107.61848,136.8206216,238.9276415
2009-09-15T15:25:16.130Z,26.075124,-42.380862,-129.73673,44.317753,150.33859,163.77599,119.28363,143.4985011,252.2951663
2009-09-15T15:25:19.262Z,24.557672,-48.195794,-127.48108,47.261803,158.27474,169.70147,123.74396,144.2495696,262.9867865
2009-09-15T15:25:22.395Z,23.536327,-45.402361,-119.35899,48.215853,166.70617,175.25569,122.51546,136.5016899,271.1374964
2009-09-15T15:25:25.527Z,23.944961,-45.365202,-128.24348,54.746158,162.11972,178.58541,127.66707,146.6340122,272.9000422
2009-09-15T15:25:28.659Z,24.470332,-47.68383,-123.03211,52.449452,170.66581,173.23187,126.42564,141.9915235,274.0794446
2009-09-15T15:25:31.791Z,24.587136,-49.918439,-122.31008,52.825196,164.764,180.80982,122.35298,142.2747608,273.5134703
2009-09-15T15:25:34.923Z,21.727211,-55.641665,-127.33388,53.480737,160.79096,183.50623,129.50704,148.8962763,276.2251666
2009-09-15T15:25:38.055Z,23.186456,-39.757834,-127.4077,44.657668,177.30045,177.73303,122.19487,140.7398831,279.2061349
2009-09-15T15:25:41.187Z,24.499792,-48.203738,-128.52364,37.302925,172.39692,183.40845,120.23543,142.244278,278.9550433
2009-09-15T15:25:44.319Z,22.515359,-55.442446,-128.14723,28.518204,172.62651,186.86291,129.49251,142.5091763,285.4574736
2009-09-15T15:25:47.451Z,22.690527,-58.742887,-124.66383,36.011789,164.19089,172.96039,128.93932,142.438219,271.1075305
2009-09-15T15:25:50.583Z,22.837469,-71.092059,-130.47926,34.144383,153.04645,163.14728,128.62957,152.4623135,258.0422778
2009-09-15T15:25:53.715Z,21.262418,-77.380934,-134.12187,38.16433,154.61087,166.54168,136.68193,159.4772744,265.1840913
2009-09-15T15:25:56.848Z,19.862352,-69.138731,-141.64372,41.79493,160.20426,177.96413,143.52829,163.0641705,279.1720017
2009-09-15T15:25:59.980Z,20.388648,-67.119038,-153.55905,28.14836,163.70922,167.68877,143.76729,169.9343322,274.9350214
2009-09-15T15:26:03.112Z,20.38956,-60.752425,-161.50345,27.720322,159.65444,178.76149,140.96066,174.7645209,278.0559623
2009-09-15T15:26:06.244Z,17.471295,-58.402366,-175.11816,36.665019,141.75796,163.97024,140.66095,188.2060837,258.3932307
2009-09-15T15:26:09.376Z,21.763464,-108.58875,-148.03076,45.081705,138.18833,141.67715,154.02649,189.0422774,250.7839489
2009-09-15T15:26:12.508Z,19.428886,-99.768799,-136.12856,31.076059,168.67335,157.33161,179.79181,171.6115367,292.4534654
2009-09-15T15:26:15.640Z,20.977129,-129.39691,-131.68861,31.875204,148.25346,156.09884,163.04432,187.3538869,270.054414
2009-09-15T15:26:18.772Z,25.620395,-83.900731,-120.65714,,70.599795,72.991552,60.432649,,118.170228
2009-09-15T15:26:21.904Z,19.694281,-109.4596,-100.69059,-16.58648,88.612613,94.662019,69.311106,149.6499591,147.0276247
2009-09-15T15:26:25.036Z,27.958662,-147.70565,-53.373604,-1.2731537,68.627831,75.677254,62.725971,157.0583381,119.8806632
2009-09-15T15:26:28.168Z,18.93682,-159.94677,-57.474228,7.8549388,113.69408,110.54804,102.17883,170.1409891,188.6470945
2009-09-15T15:26:31.301Z,39.116431,-169.6721,-12.254342,17.52446,64.870048,58.124734,32.662936,171.0143184,93.0240572
2009-09-15T15:26:34.433Z,45.981024,-193.95824,23.353613,15.354197,75.930108,69.558256,46.043666,195.9615816,112.7996075
2009-09-15T15:26:37.565Z,44.610451,-185.93323,30.708561,13.380723,79.25171,68.403094,49.090277,188.9265082,115.6272983
2009-09-15T15:26:40.697Z,44.261972,-194.2086,22.840357,24.029207,75.258946,67.849583,52.305416,197.0179307,114.0321508
2009-09-15T15:26:43.829Z,42.803582,-207.59606,21.619029,22.089728,98.842696,81.954107,65.516149,209.884403,144.148257
2009-09-15T15:26:46.961Z,39.30044,-201.77638,16.36236,20.539031,102.26537,91.585121,85.176499,203.4779746,161.5582752
2009-09-15T15:26:50.093Z,33.664651,-185.4102,-23.523034,15.182312,120.79155,105.6611,83.819649,187.5120743,181.054136
2009-09-15T15:26:53.225Z,30.65738,-191.48253,-41.108391,13.386767,146.75375,135.3692,100.56891,196.3024825,223.5522067
2009-09-15T15:26:56.357Z,28.730715,-169.04264,-59.522654,12.229532,158.38318,142.57197,106.66778,179.6327418,238.3065539
2009-09-15T15:26:59.489Z,28.615143,-150.20038,-72.505123,18.665891,159.08465,153.6073,116.33589,167.8259888,249.874304
2009-09-15T15:27:02.621Z,28.236623,-151.35621,-82.727725,14.117233,160.6307,157.18634,112.36837,173.0661003,251.2696119
2009-09-15T15:27:05.753Z,25.842123,-134.16292,-74.534368,11.000849,156.11416,146.79765,110.39409,153.8703344,241.056085
2009-09-15T15:27:08.886Z,24.411599,-135.98336,-87.73237,13.832649,161.18272,171.28411,116.95135,162.4185492,262.6703901
2009-09-15T15:27:12.018Z,23.799089,-143.36029,-74.655342,24.180875,171.36314,162.38038,126.04271,163.4328839,267.6181576
2009-09-15T15:27:15.150Z,24.822872,-144.84411,-89.384565,12.687607,171.94206,172.65513,119.84681,170.6762785,271.5458042
2009-09-15T15:27:18.282Z,25.116203,-133.21708,-93.017863,17.489425,170.28295,161.04828,116.66953,163.4166247,261.8102572
2009-09-15T15:27:21.414Z,24.211407,-125.20434,-101.10045,13.658806,165.54008,170.38874,118.40577,161.5053892,265.4350526
2009-09-15T15:27:24.546Z,26.784247,-138.34063,-110.77435,8.4735042,158.20272,164.01846,109.4983,177.42854,252.8241158
2009-09-15T15:27:27.678Z,25.441058,-128.60163,-99.115295,17.487682,168.40195,162.69269,111.10781,163.303521,259.1776873
2009-09-15T15:27:30.810Z,23.306854,-127.1555,-122.46112,12.084373,165.10459,181.21227,121.76657,176.9499341,273.7234188
2009-09-15T15:27:33.942Z,23.744497,-135.85881,-93.426852,3.949968,162.15192,155.28679,115.92609,164.9296674,252.6778397
2009-09-15T15:27:37.074Z,22.925516,-127.81744,-121.38348,9.7143931,171.5842,163.54912,120.54284,176.5378617,265.932376
2009-09-15T15:27:40.206Z,24.970361,-116.41685,-106.56854,20.731593,157.87035,165.7361,109.93579,159.1839679,253.9239653
2009-09-15T15:27:43.339Z,24.735822,-119.74,-107.16616,17.275297,156.16769,159.37898,100.87338,161.6189634,244.87843
2009-09-15T15:27:46.471Z,23.361699,-119.26786,-107.198,18.488696,183.40051,173.03963,114.57627,161.4251081,276.9588097
2009-09-15T15:27:49.603Z,27.831558,-118.0336,-106.66335,22.970652,157.33823,155.25486,110.02054,160.7378357,246.9087066
2009-09-15T15:27:52.735Z,26.165242,-106.22252,-102.19679,20.918589,146.85578,155.44276,107.54389,148.8791289,239.3632387
2009-09-15T15:27:55.867Z,26.485828,-111.64736,-108.4429,22.39928,179.90853,171.41965,115.64773,157.2473316,274.0915413
2009-09-15T15:27:58.999Z,25.053387,-103.49947,-109.06599,22.259806,168.9684,177.11763,113.85976,151.9968073,269.9722578
2009-09-15T15:28:02.131Z,24.789673,-109.07594,-112.58797,21.280769,178.26343,177.24505,117.24675,158.1976068,277.3814316
2009-09-15T15:28:05.263Z,26.045151,-100.62126,-97.601384,27.358116,165.05035,180.31331,117.92602,142.8255392,271.4057
2009-09-15T15:28:08.395Z,24.349929,-109.85324,-103.70926,19.648942,163.23748,177.19568,122.8596,152.3464009,270.4427207
2009-09-15T15:28:11.527Z,25.225575,-108.1579,-98.306701,25.638654,189.12319,179.67412,119.90461,148.3902941,287.1018737
2009-09-15T15:28:14.659Z,24.552913,-103.30467,-119.60122,26.047028,187.23814,182.1045,130.47793,160.1710159,291.966882
2009-09-15T15:28:17.791Z,27.794618,-107.94958,-114.76105,23.099135,182.12337,179.29692,115.82675,159.238125,280.5924864
2009-09-15T15:28:20.924Z,24.872712,-99.356107,-130.51464,21.887356,173.93081,196.25733,124.18226,165.483424,290.1553031
2009-09-15T15:28:24.056Z,27.09187,-119.30383,-119.36213,24.665688,190.10173,184.44343,122.34019,170.5553227,291.7621783
2009-09-15T15:28:27.188Z,25.134055,-114.02184,-122.68366,22.321439,175.0075,177.3722,123.24061,168.968953,277.9869967
2009-09-15T15:28:30.320Z,26.739705,-117.60126,-128.32601,16.774096,149.88317,156.03886,101.83793,174.8684977,239.1318767
2009-09-15T15:28:33.452Z,21.686092,-103.51791,-107.19262,15.653163,161.43707,158.65528,103.03582,149.8373685,248.6962116
2009-09-15T15:28:36.584Z,23.613017,-104.64212,-118.13271,13.31329,163.81586,167.75184,108.13889,158.374727,258.205994
2009-09-15T15:28:39.716Z,21.538728,-102.02716,-117.00881,6.3228188,191.13194,189.75606,126.66935,155.3723947,297.630484
2009-09-15T15:28:42.848Z,23.699169,-95.378244,-116.14762,22.326854,198.45884,181.28618,125.61063,151.9400127,296.6961756
2009-09-15T15:28:45.980Z,23.698439,-106.9063,-135.25563,26.827617,179.81224,181.44574,122.06981,174.4785473,283.1184147
2009-09-15T15:28:49.112Z,25.391443,-102.51586,-121.15581,14.526373,195.77621,188.39712,118.39121,159.3714132,296.3752315
2009-09-15T15:28:52.244Z,24.456211,-105.14296,-127.7182,13.337913,173.16696,193.97929,109.58281,165.9665044,282.1757488
2009-09-15T15:28:55.377Z,21.710606,-106.75953,-129.20292,7.8121923,180.94466,191.84108,115.00324,167.7856434,287.6972631
2009-09-15T15:28:58.509Z,24.425502,-98.159176,-106.78296,26.88527,205.00569,179.37224,121.04191,147.5148878,298.0819978
2009-09-15T15:29:01.641Z,23.169201,-108.20859,-115.7996,26.57019,189.7504,193.55048,131.29937,160.7004085,301.1752433
2009-09-15T15:29:04.773Z,24.569983,-121.31397,-130.79123,13.906871,189.65571,186.45817,127.45827,178.9324627,294.9263435
2009-09-15T15:29:07.905Z,24.481632,-98.876358,-99.65702,23.131118,171.5447,183.65598,112.11907,142.2782641,275.1868255
2009-09-15T15:29:11.037Z,22.993363,-96.845354,-104.51124,17.03578,177.66702,181.55436,110.42889,143.4985703,276.9875365
2009-09-15T15:29:14.169Z,21.942976,-101.68903,-107.02282,20.781949,181.5796,191.75478,119.19026,149.0853186,289.7367165
2009-09-15T15:29:17.301Z,23.25771,-108.67817,-123.01719,16.919644,177.9833,186.23573,111.73786,165.0165083,280.7973496
2009-09-15T15:29:20.433Z,23.521298,-103.95647,-102.65086,23.955902,178.14243,176.77629,117.91609,148.0473977,277.288273
2009-09-15T15:29:23.565Z,26.52988,-102.2788,-102.50636,27.341268,172.06395,174.4234,104.73811,147.3636716,266.4574958
2009-09-15T15:29:26.697Z,23.844113,-101.4045,-117.53861,28.51238,183.87752,172.0845,114.55486,157.8326749,276.6709841
2009-09-15T15:29:29.830Z,27.144946,-111.44188,-120.85414,24.499558,179.66986,175.66419,105.11653,166.2084358,272.3759371
2009-09-15T15:29:32.962Z,23.086393,-102.10568,-118.43905,24.980721,167.96185,170.01153,109.40991,158.3585011,262.8414575
2009-09-15T15:29:36.094Z,26.036954,-106.7332,-101.22434,29.920789,175.32038,167.43301,104.98563,150.1119469,264.1837069
2009-09-15T15:29:39.226Z,23.438425,-97.287084,-103.00312,26.961436,172.89801,169.67894,111.77031,144.2266913,266.7906796
2009-09-15T15:29:42.358Z,24.636732,-103.6919,-117.5149,24.80695,185.92382,180.79549,117.42956,158.6730809,284.6829423
2009-09-15T15:29:45.490Z,25.017274,-113.7158,-107.44821,35.778625,180.22797,181.10151,122.45918,160.4883516,283.3304235
2009-09-15T15:29:48.622Z,25.894408,-113.98074,-127.98004,20.38559,163.64447,176.30002,113.23737,172.586419,265.8644609
2009-09-15T15:29:51.754Z,23.237106,-97.484449,-101.76218,28.695613,165.08678,170.30416,111.55519,143.8130637,262.1101148
2009-09-15T15:29:54.886Z,23.500793,-97.464054,-113.52223,23.552175,184.72295,181.09213,111.99296,151.4636705,281.8853506
2009-09-15T15:29:58.018Z,21.982523,-91.338795,-106.84689,23.755158,175.69565,176.50981,109.44508,142.5599555,272.0347404
2009-09-15T15:30:01.150Z,21.136067,-93.629693,-118.03815,21.021508,179.55972,178.23965,117.26317,152.1230688,278.8578794
2009-09-15T15:30:04.282Z,23.152587,-99.027816,-117.11516,21.647133,216.36902,202.62825,128.64776,154.8905014,323.1470357
2009-09-15T15:30:07.415Z,23.503953,-99.711813,-107.71865,27.153476,189.73807,202.68105,126.62308,149.2751301,305.1451255
2009-09-15T15:30:10.547Z,21.839399,-106.1088,-122.66649,9.972123,185.93703,185.00482,123.96241,162.4979644,290.1138426
2009-09-15T15:30:13.679Z,21.927786,-96.658753,-111.01854,10.380955,174.62388,186.54299,114.22436,147.5662393,279.8910342
2009-09-15T15:30:16.811Z,22.074617,-90.915238,-100.80212,14.781779,196.75441,185.40992,121.45882,136.5472405,296.380467
2009-09-15T15:30:19.943Z,23.565553,-96.461621,-98.733791,25.732866,170.15142,166.45446,116.5265,140.4114889,265.0226748
2009-09-15T15:30:23.075Z,22.397525,-100.81555,-108.98724,9.929979,173.99797,177.9524,110.92705,148.797171,272.4833218
2009-09-15T15:30:26.207Z,23.01193,-103.55107,-111.14881,13.12942,177.38502,175.78534,114.93945,152.4770925,274.9127284
2009-09-15T15:30:29.339Z,19.827454,-91.331403,-101.47179,23.401797,192.98375,188.59536,131.54178,138.5120697,300.1902355
2009-09-15T15:30:32.471Z,24.12397,-105.54195,-114.20989,16.81659,197.66885,195.97407,123.37722,156.415472,304.4679766
2009-09-15T15:30:35.603Z,22.312866,-103.11388,-105.02144,22.175293,185.36065,186.17708,121.64523,148.8412534,289.5134499
2009-09-15T15:30:38.735Z,21.992134,-107.1504,-119.50248,8.0464106,182.72098,187.79245,116.9062,160.7071737,286.914657
2009-09-15T15:30:41.868Z,20.677685,-101.16977,-110.43078,17.774583,173.24841,185.2847,119.79011,150.8184847,280.526473
2009-09-15T15:30:45.000Z,23.630347,-109.95528,-124.17351,10.480189,179.5467,181.55654,114.99459,166.1898268,280.0420512
2009-09-15T15:30:48.132Z,23.046574,-99.522877,-119.19528,13.277782,176.62843,174.11332,110.89974,155.8480584,271.6832767
2009-09-15T15:30:51.264Z,25.120675,-102.34965,-98.678987,25.042987,186.74877,182.85558,111.33099,144.36116,284.0877603
2009-09-15T15:30:54.396Z,24.73963,-100.3641,-112.92883,19.571093,186.97565,181.26177,114.17053,152.3446779,284.342457
2009-09-15T15:30:57.528Z,22.166778,-94.348609,-97.229338,23.959597,175.82416,177.13635,121.83949,137.5836708,277.734195
2009-09-15T15:31:00.660Z,22.662589,-90.229698,-94.479205,17.450414,178.87949,177.54466,125.73385,131.8037766,281.6540063
2009-09-15T15:31:03.792Z,21.492711,-93.144122,-88.512511,15.42613,177.71324,185.25141,127.73463,129.4150592,286.7337027
2009-09-15T15:31:06.924Z,24.93979,-100.23162,-92.477322,21.436522,180.48654,176.84139,120.17684,138.0505603,279.804827
2009-09-15T15:31:10.056Z,26.165895,-101.61445,-102.49129,20.054167,173.66779,171.2559,116.23971,145.7124929,270.1865184
2009-09-15T15:31:13.188Z,22.863102,-95.628867,-102.85025,18.938467,184.85498,182.31953,124.57111,141.7099843,287.9752352
2009-09-15T15:31:16.321Z,22.920522,-100.18994,-98.637441,17.557244,178.0763,183.28591,119.37803,141.688481,282.0567451
2009-09-15T15:31:19.453Z,21.371087,-99.971514,-112.65983,10.111344,173.34719,175.74662,127.69682,150.9595316,277.9255306
2009-09-15T15:31:22.585Z,21.107212,-96.004008,-100.16343,9.9844674,194.60731,188.48412,130.49538,139.1013007,300.7113446
2009-09-15T15:31:25.717Z,23.209603,-97.27254,-94.900138,25.047413,197.93567,183.87404,133.92275,138.1859477,301.5352301
2009-09-15T15:31:28.849Z,24.289401,-101.25734,-92.043023,22.929397,184.12485,184.9879,128.09575,138.7469792,290.7421619
2009-09-15T15:31:31.981Z,23.82096,-98.481426,-83.858335,23.812284,181.64898,184.50157,128.80551,131.5212397,289.1851322
2009-09-15T15:31:35.113Z,22.826802,-91.486866,-91.388019,22.329665,187.41687,191.85099,131.63059,131.2258763,298.7616069
