,UT,N_ION,VX_ION,VY_ION,VZ,TX_ION,TY_ION,TZ_ION,VT_ION,TT_ION
1537,2009-09-15T12:20:15.997Z,0.56820815,-3.3028757,-0.098876612,-2.0571891,3151.1921,3181.6293,2500.3769,3.892401761,5128.807005
1538,2009-09-15T12:20:19.129Z,0.62648591,-0.41768515,-7.76402,1.7014041,2810.644,2850.695,2254.9695,7.959223791,4594.678348
1539,2009-09-15T12:20:22.261Z,0.56820815,-10.724653,-1.9505097,-6.5653155,3077.0205,3047.3583,2428.0111,12.72501622,4964.844979
1540,2009-09-15T12:20:25.393Z,0.59734703,-6.4738087,-8.1312072,7.8180274,3021.3212,2991.5255,2398.2259,13.0057019,4881.505309
1541,2009-09-15T12:20:28.525Z,0.56820815,-20.563793,-11.282593,-5.395951,3080.9333,3001.9676,2464.3434,24.06829397,4957.514283
1542,2009-09-15T12:20:31.658Z,0.56820815,-2.9014407,11.538019,-5.3820762,3193.9726,3165.1953,2492.3,13.05798548,5141.155663
1543,2009-09-15T12:20:34.790Z,0.5973471,-18.887288,-2.5583406,1.4235719,3060.6276,3106.7285,2405.6239,19.11285723,4980.58527
1544,2009-09-15T12:20:37.922Z,0.62648598,0.641119,-0.051414005,-0.73301059,2797.8168,2866.3027,2239.7134,0.975182802,4589.09426
1545,2009-09-15T12:20:41.054Z,0.62648598,7.307281,-3.4077192,3.4680327,2691.4971,2835.8112,2214.4139,8.777024357,4493.28507
1546,2009-09-15T12:20:44.186Z,0.5973471,-2.3159952,3.994016,-3.4656042,3013.5763,3066.77,2441.8333,5.772903086,4944.620331
1547,2009-09-15T12:20:47.318Z,0.62648598,-8.1771764,-4.1082081,-3.7852498,2816.5875,2720.387,2282.1268,9.903115859,4532.303311
1548,2009-09-15T12:20:50.450Z,0.62648598,-5.4335677,-2.8189638,5.9980401,2918.3989,2864.2192,2269.7534,8.570105011,4676.813473
1549,2009-09-15T12:20:53.582Z,0.5973471,-6.3874359,-2.6874299,-2.3480355,3051.997,3050.7841,2417.8586,7.316753895,4946.514887
1550,2009-09-15T12:20:56.714Z,0.5973471,-6.2116772,5.1344046,-5.8382355,2958.1347,2999.4114,2406.8701,9.95148421,4851.809284
1551,2009-09-15T12:20:59.846Z,0.56820822,-3.3792041,-7.2494708,-2.8012208,3057.3383,3137.983,2557.5519,8.474708561,5072.999755
1552,2009-09-15T12:21:02.979Z,0.56820822,-3.7584904,-9.2188375,-9.3321523,3117.8657,3107.4618,2445.3758,13.64559568,5035.60008
1553,2009-09-15T12:21:06.111Z,0.5973471,-6.1739645,3.343918,-0.020707412,3036.9846,2956.9726,2334.4254,7.02139972,4839.060277
1554,2009-09-15T12:21:09.243Z,0.5973471,-13.922947,4.0096366,-1.3625621,2906.4337,2886.3573,2339.8235,14.55273907,4717.328622
1555,2009-09-15T12:21:12.375Z,0.56820822,-1.3169929,-4.9833848,1.6506033,3129.7683,3185.2458,2494.3279,5.412308714,5114.969413
1556,2009-09-15T12:21:15.507Z,0.56820822,2.5064857,5.8090952,-3.558188,3254.7473,3096.5732,2514.873,7.258702326,5148.468877
1557,2009-09-15T12:21:18.639Z,0.5390694,-2.2591589,-5.7494407,10.884534,3320.1298,3217.3675,2617.3774,12.51530853,5312.756344
1558,2009-09-15T12:21:21.771Z,0.68476383,-6.7065461,-9.9422986,4.1041502,2954.9883,3008.1912,2446.995,12.67561087,4875.341494
1559,2009-09-15T12:21:24.903Z,0.48079162,5.7266699,0.93208,0.12580613,3133.2489,3225.7922,2393.7028,5.803391117,5094.388784
1560,2009-09-15T12:21:28.035Z,0.68476383,-11.519805,-7.718187,-3.7451689,2792.6787,2889.99,2261.2727,14.36323807,4611.339366
1561,2009-09-15T12:21:31.167Z,0.50993051,-1.6401543,-7.6029414,-3.1803771,3089.1228,3203.4982,2564.516,8.402953205,5136.323851
1562,2009-09-15T12:21:34.299Z,0.62648606,5.4833688,-1.6157545,2.0277027,2935.0565,2918.6789,2367.1555,6.065440977,4768.298265
1563,2009-09-15T12:21:37.432Z,0.5390694,2.3680706,-16.158455,-4.0140557,2946.1331,3116.346,2458.7008,16.81713619,4943.331089
1564,2009-09-15T12:21:40.564Z,0.59734717,-0.9563052,0.37188294,-4.2480501,2952.5163,3002.9301,2356.3788,4.370211232,4825.708522
1565,2009-09-15T12:21:43.696Z,0.56820828,-7.2250352,-10.954429,-2.8121092,3018.1189,3063.603,2423.8633,13.42045478,4936.579619
1566,2009-09-15T12:21:46.828Z,0.56820828,-12.222802,-2.7862711,-1.9294573,3155.1867,3062.0277,2478.5903,12.68396629,5047.239505
1567,2009-09-15T12:21:49.960Z,0.59734717,-11.885656,1.9477741,1.6010883,3022.4897,3003.3066,2336.2065,12.15014923,4859.336923
1568,2009-09-15T12:21:53.092Z,0.59734717,-3.6927502,-2.2096914,0.55959156,2764.1872,2879.5985,2286.9062,4.339617822,4600.299813
1569,2009-09-15T12:21:56.224Z,0.59734717,-12.229307,6.0197769,5.230763,2868.7506,2872.2736,2318.2297,14.59981319,4674.812786
1570,2009-09-15T12:21:59.356Z,0.56820828,-6.064191,-1.3612999,1.8661021,3129.7243,3103.9389,2482.4365,6.489213123,5058.863693
1571,2009-09-15T12:22:02.488Z,0.5973471,-4.2176803,7.3276579,-6.9223647,2857.0374,2757.6134,2326.7948,10.92714649,4602.289475
1572,2009-09-15T12:22:05.620Z,0.56820822,2.1728475,-4.1907437,3.2841196,2983.3987,2968.9338,2483.593,5.750568717,4887.07171
1573,2009-09-15T12:22:08.753Z,0.56820822,-9.0519746,-3.2922774,3.3294945,3130.1048,3063.7987,2488.1185,10.19131337,5037.375527
1574,2009-09-15T12:22:11.885Z,0.56820822,-9.9471406,-0.22025359,-2.8083263,3039.7394,2991.4196,2480.7959,10.33831777,4933.858038
1575,2009-09-15T12:22:15.017Z,0.53906933,-0.87662366,6.1807523,1.5533213,3337.325,3227.5414,2677.0872,6.432960057,5359.249716
1576,2009-09-15T12:22:18.149Z,0.56820822,-3.77378,-1.6014916,-1.1623662,3053.3535,3126.6165,2472.1374,4.261136705,5020.972183
1577,2009-09-15T12:22:21.281Z,0.5973471,-8.3866551,-10.134289,4.7759286,2918.2399,2981.8989,2336.8367,13.99461651,4782.117829
1578,2009-09-15T12:22:24.413Z,0.56820822,-7.8396041,2.0550631,1.4737809,3040.9034,2907.506,2545.5042,8.237396854,4917.344432
1579,2009-09-15T12:22:27.545Z,0.56820822,-4.4566018,-1.0548997,-8.5628419,2998.8708,2973.9956,2607.0014,9.710632028,4963.29852
1580,2009-09-15T12:22:30.677Z,0.5973471,0.46239267,7.4096469,-7.5009942,2827.6652,2890.0461,2317.187,10.55374759,4660.194474
1581,2009-09-15T12:22:33.809Z,0.62648598,0.11416637,0.36003842,-5.4200699,2833.5806,2812.7678,2325.0311,5.433214458,4620.239315
1582,2009-09-15T12:22:36.941Z,0.62648598,6.6051592,-6.4540542,-1.6867416,2908.9797,2858.3561,2299.9596,9.387653642,4682.112413
1583,2009-09-15T12:22:40.073Z,0.5973471,0.45613853,2.4956497,-6.7511644,2928.3521,3018.0718,2401.4084,7.212111379,4842.599066
