UT,B_TOTAL,BX,BY,BZ
2009-09-15T16:51:15.923Z,24.1381,-10.0093,-17.9522,12.6561
2009-09-15T16:51:19.055Z,24.7423,-9.57532,-19.1802,12.3537
2009-09-15T16:51:22.187Z,24.9033,-9.25671,-18.7658,13.5031
2009-09-15T16:51:25.320Z,25.4574,-7.57054,-21.2226,11.8477
2009-09-15T16:51:28.452Z,24.6455,-8.4614,-20.8009,10.1551
2009-09-15T16:51:31.584Z,24.3468,-7.24216,-19.4876,12.6708
2009-09-15T16:51:34.716Z,23.3028,-7.44175,-18.8433,11.5139
2009-09-15T16:51:37.848Z,22.785,-7.71942,-19.7027,8.44804
2009-09-15T16:51:40.980Z,21.9081,-6.90995,-19.3142,7.69274
2009-09-15T16:51:44.112Z,24.2525,-8.35954,-20.6229,9.64348
2009-09-15T16:51:47.244Z,23.9561,-8.59903,-20.33,9.30826
2009-09-15T16:51:50.376Z,23.8871,-7.53638,-19.4968,11.5616
2009-09-15T16:51:53.508Z,22.0653,-7.26249,-18.0686,10.3759
2009-09-15T16:51:56.640Z,23.2005,-7.51154,-19.9356,9.18752
2009-09-15T16:51:59.772Z,22.6555,-9.00413,-19.331,7.64912
2009-09-15T16:52:02.905Z,24.9655,-8.92618,-21.153,9.80562
2009-09-15T16:52:06.037Z,24.729,-8.67313,-20.7567,10.2692
2009-09-15T16:52:09.169Z,24.6653,-8.33859,-21.2273,9.39415
2009-09-15T16:52:12.301Z,24.1399,-8.07137,-20.9578,8.85208
2009-09-15T16:52:15.433Z,24.4183,-7.82826,-21.0624,9.55736
2009-09-15T16:52:18.565Z,24.634,-6.44751,-20.6923,11.7087
2009-09-15T16:52:21.697Z,23.1928,-6.60565,-20.4634,8.69021
2009-09-15T16:52:24.829Z,23.6246,-5.17766,-21.9051,7.17509
2009-09-15T16:52:27.961Z,25.1704,-6.29845,-23.1562,7.59394
2009-09-15T16:52:31.093Z,25.5102,-5.14656,-23.6343,8.10569
2009-09-15T16:52:34.225Z,26.117,-4.95034,-24.4765,7.64822
2009-09-15T16:52:37.358Z,25.0413,-7.29777,-23.2596,5.72708
2009-09-15T16:52:40.490Z,25.5216,-9.92157,-22.7528,5.93513
2009-09-15T16:52:43.622Z,24.6243,-8.07982,-22.2533,6.77225
2009-09-15T16:52:46.754Z,23.1617,-6.24207,-21.1332,7.1335
2009-09-15T16:52:49.886Z,22.3813,-6.57905,-19.9622,7.69064
2009-09-15T16:52:53.018Z,21.6653,-5.43281,-19.0575,8.75661
2009-09-15T16:52:56.150Z,23.6421,-3.81755,-21.7699,8.39333
2009-09-15T16:52:59.282Z,21.8657,-5.4519,-20.0573,6.78904
2009-09-15T16:53:02.414Z,24.1186,-7.65062,-19.4874,11.9756
2009-09-15T16:53:05.546Z,23.4751,-7.74118,-16.5689,14.7182
2009-09-15T16:53:08.678Z,23.7966,-7.37018,-14.3019,17.5333
2009-09-15T16:53:11.810Z,24.371,-7.13907,-15.8649,17.0671
2009-09-15T16:53:14.943Z,20.8537,-4.86381,-15.0144,13.6304
2009-09-15T16:53:18.075Z,19.0281,-4.88231,-15.1722,10.394
2009-09-15T16:53:21.207Z,19.7694,-3.75946,-14.6055,12.7819
2009-09-15T16:53:24.339Z,24.4787,-7.2539,-14.2005,18.5723
2009-09-15T16:53:27.471Z,26.8687,-10.0471,-19.8588,15.0536
2009-09-15T16:53:30.603Z,23.5565,-5.68339,-18.4243,13.5333
2009-09-15T16:53:33.735Z,21.7384,-7.86243,-14.4327,14.228
2009-09-15T16:53:36.867Z,24.3295,-7.58545,-15.274,17.3519
2009-09-15T16:53:39.999Z,23.5284,-7.86055,-14.298,16.9518
2009-09-15T16:53:43.131Z,20.3199,-6.30198,-13.2822,14.0274
2009-09-15T16:53:46.263Z,20.5208,-2.80774,-15.2828,13.4036
2009-09-15T16:53:49.396Z,22.6368,-6.3882,-20.2421,7.86588
2009-09-15T16:53:52.528Z,20.1105,-2.36979,-18.0345,8.5775
2009-09-15T16:53:55.660Z,20.1138,-5.73309,-16.8602,9.35033
2009-09-15T16:53:58.792Z,18.8861,-2.88582,-17.2638,7.0937
2009-09-15T16:54:01.924Z,19.0287,-4.28708,-16.5474,8.36052
2009-09-15T16:54:05.056Z,14.4166,-3.30981,-12.2163,6.90259
2009-09-15T16:54:08.188Z,17.2228,-3.47841,-14.0982,9.26115
2009-09-15T16:54:11.320Z,20.572,-3.48787,-16.6215,11.609
2009-09-15T16:54:14.452Z,17.3508,-5.38149,-13.9694,8.77178
2009-09-15T16:54:17.584Z,21.3242,-6.02233,-14.0283,14.8883
2009-09-15T16:54:20.716Z,26.9438,-2.83063,-7.97386,25.5807
2009-09-15T16:54:23.848Z,21.8402,-3.0392,0.0664573,21.6276
2009-09-15T16:54:26.981Z,18.5059,-2.78467,-2.84159,18.0732
2009-09-15T16:54:30.113Z,21.3004,-2.41842,-1.64621,21.0986
2009-09-15T16:54:33.245Z,24.5784,-2.92121,-2.21338,24.3036
2009-09-15T16:54:36.377Z,24.362,-3.32496,-1.53773,24.085
2009-09-15T16:54:39.509Z,19.8759,-4.50069,-2.33059,19.2189
2009-09-15T16:54:42.641Z,19.972,-0.853376,-3.1881,19.6975
2009-09-15T16:54:45.773Z,21.6973,-0.740922,-2.43733,21.5472
2009-09-15T16:54:48.905Z,22.5033,-0.713848,-4.37853,22.0617
2009-09-15T16:54:52.037Z,20.8404,-2.1151,-4.53644,20.2304
2009-09-15T16:54:55.169Z,19.3954,-5.0053,-6.79896,17.4615
2009-09-15T16:54:58.301Z,18.4227,-4.7744,-4.21562,17.2867
2009-09-15T16:55:01.434Z,17.3244,-3.02908,-3.6502,16.6624
2009-09-15T16:55:04.566Z,18.9815,-4.46429,-3.41045,18.1311
2009-09-15T16:55:07.698Z,20.2646,-4.20673,-4.85449,19.2196
2009-09-15T16:55:10.830Z,16.7709,-1.71026,-0.023531,16.6835
2009-09-15T16:55:13.962Z,18.3938,-3.65987,-4.10648,17.552
2009-09-15T16:55:17.094Z,29.1514,-6.28346,-8.86362,27.0511
2009-09-15T16:55:20.226Z,27.9959,-4.45389,-3.17762,27.456
2009-09-15T16:55:23.358Z,27.2331,-2.34413,-1.13229,27.1084
2009-09-15T16:55:26.490Z,20.3524,-1.80082,-2.29451,20.1423
2009-09-15T16:55:29.622Z,16.2862,-3.94708,-1.48251,15.731
2009-09-15T16:55:32.754Z,17.8817,-3.49306,-1.45695,17.4766
2009-09-15T16:55:35.886Z,24.5739,-4.43514,-0.198522,24.1695
2009-09-15T16:55:39.019Z,28.5163,-3.76874,-3.68909,28.0244
2009-09-15T16:55:42.151Z,20.0674,-4.4995,-2.7,19.3691
2009-09-15T16:55:45.283Z,19.6085,-4.74952,-3.77626,18.6461
2009-09-15T16:55:48.415Z,24.6341,-4.23778,-3.47276,24.0171
2009-09-15T16:55:51.547Z,24.6013,-2.28213,-2.59827,24.357
2009-09-15T16:55:54.679Z,21.486,-1.06358,-3.06256,21.24
2009-09-15T16:55:57.811Z,18.1993,-3.66629,-3.61376,17.4561
2009-09-15T16:56:00.943Z,18.33,-5.99532,-3.51588,16.9612
2009-09-15T16:56:04.075Z,19.315,-5.99398,-1.97871,18.2544
2009-09-15T16:56:07.207Z,23.1852,-5.07188,-1.41137,22.5796
2009-09-15T16:56:10.339Z,19.3272,-1.36279,-3.33697,18.9881
2009-09-15T16:56:13.472Z,16.9435,-2.88262,-2.87786,16.4466
2009-09-15T16:56:16.604Z,20.5309,-3.53605,-3.20307,19.9688
2009-09-15T16:56:19.736Z,22.5686,-3.47217,-4.50484,21.8402
2009-09-15T16:56:22.868Z,23.6837,-3.9204,-3.16122,23.142
2009-09-15T16:56:26.000Z,22.7035,-2.63266,-5.48711,21.8726
2009-09-15T16:56:29.132Z,28.6745,-5.42536,-6.01448,27.5067
2009-09-15T16:56:32.264Z,21.7561,-2.7424,-3.17702,21.3474
2009-09-15T16:56:35.396Z,21.08,-4.49822,-3.88374,20.2249
2009-09-15T16:56:38.528Z,19.6263,-3.61675,-3.58108,18.9548
2009-09-15T16:56:41.660Z,18.3598,-3.95036,-1.22308,17.888
2009-09-15T16:56:44.792Z,22.3244,-2.11724,-0.499431,22.2182
2009-09-15T16:56:47.924Z,29.0185,-1.69201,-3.7478,28.7257
2009-09-15T16:56:51.057Z,29.9949,-0.918627,-6.00228,29.3739
2009-09-15T16:56:54.189Z,23.1515,-2.20661,-5.03565,22.4892
2009-09-15T16:56:57.321Z,19.613,-3.91038,-2.29718,19.0814
2009-09-15T16:57:00.453Z,27.1338,-7.16126,-6.56303,25.3355
2009-09-15T16:57:03.585Z,27.2587,-2.78913,-2.169,27.0288
2009-09-15T16:57:06.717Z,25.3811,-3.28522,-1.21753,25.1381
2009-09-15T16:57:09.849Z,26.1012,-4.17268,-9.7458,23.8513
2009-09-15T16:57:12.981Z,20.9754,-2.2386,-7.94884,19.2814
2009-09-15T16:57:16.113Z,15.5573,-4.40052,-4.40329,14.2575
2009-09-15T16:57:19.245Z,22.7131,-2.17864,-6.123,21.7634
2009-09-15T16:57:22.377Z,29.4233,-1.92273,-9.25478,27.8636
2009-09-15T16:57:25.510Z,21.465,-4.51867,-4.10127,20.5793
2009-09-15T16:57:28.642Z,16.5999,-5.84718,-0.807413,15.515
2009-09-15T16:57:31.774Z,25.2338,-3.15921,-5.63313,24.3933
2009-09-15T16:57:34.906Z,27.6374,-3.96104,-8.11873,26.1194
2009-09-15T16:57:38.038Z,22.8272,-2.11121,-3.52804,22.4539
2009-09-15T16:57:41.170Z,19.5217,-1.986,-2.19138,19.2964
2009-09-15T16:57:44.302Z,18.9031,-3.10868,-5.639,17.7726
2009-09-15T16:57:47.434Z,19.7567,-5.77765,-2.85112,18.6766
2009-09-15T16:57:50.566Z,23.0752,-4.65389,-5.1433,22.008
2009-09-15T16:57:53.698Z,29.1621,-4.89747,-9.14578,27.2543
2009-09-15T16:57:56.830Z,28.4184,-7.54518,-8.20846,26.1399
2009-09-15T16:57:59.962Z,24.2671,-3.91724,-8.02024,22.5659
2009-09-15T16:58:03.095Z,14.2013,-1.75714,-3.93027,13.533
2009-09-15T16:58:06.227Z,8.08744,-3.2547,-2.48441,6.97433
2009-09-15T16:58:09.359Z,7.84798,-0.157485,-1.16172,7.75992
2009-09-15T16:58:12.491Z,20.258,-5.01234,-4.69404,19.0586
2009-09-15T16:58:15.623Z,29.1432,-5.33173,-7.9437,27.5281
2009-09-15T16:58:18.755Z,23.1406,-4.32788,-8.54224,21.0663
2009-09-15T16:58:21.887Z,26.506,-5.43655,-6.65043,25.0755
2009-09-15T16:58:25.019Z,26.5257,-6.47746,-5.93045,25.0297
2009-09-15T16:58:28.151Z,26.6687,-6.76656,-7.74024,24.6074
2009-09-15T16:58:31.283Z,21.7399,-5.73601,-5.71486,20.1758
2009-09-15T16:58:34.415Z,23.2374,-3.79422,-5.52592,22.2496
2009-09-15T16:58:37.548Z,24.3815,-0.4789,-2.46143,24.2522
2009-09-15T16:58:40.680Z,21.1257,-2.29352,-5.76711,20.1934
2009-09-15T16:58:43.812Z,18.7998,-2.85562,-4.01374,18.143
2009-09-15T16:58:46.944Z,21.8729,-3.54936,-4.32197,21.1459
2009-09-15T16:58:50.076Z,26.1096,-3.0643,-0.410135,25.9259
2009-09-15T16:58:53.208Z,18.4177,-4.99152,0.90533,17.7053
2009-09-15T16:58:56.340Z,24.6621,-4.48771,-0.440836,24.2464
2009-09-15T16:58:59.472Z,18.8452,-0.432624,-2.04513,18.7289
2009-09-15T16:59:02.604Z,21.0799,-0.814375,-3.75783,20.7263
2009-09-15T16:59:05.736Z,20.6326,-0.118647,-1.0364,20.6063
2009-09-15T16:59:08.868Z,16.9692,-3.20973,-0.00509787,16.6628
2009-09-15T16:59:12.000Z,20.2687,-7.80277,-3.12032,18.4446
2009-09-15T16:59:15.133Z,26.021,-7.75001,-5.36666,24.2534
2009-09-15T16:59:18.265Z,28.1733,-6.25136,-1.92062,27.4038
2009-09-15T16:59:21.397Z,27.531,-1.79152,-1.81329,27.4128
2009-09-15T16:59:24.529Z,16.4916,-1.12674,-2.22613,16.3018
2009-09-15T16:59:27.661Z,16.651,-1.88818,-1.8495,16.4398
2009-09-15T16:59:30.793Z,19.2141,-2.55118,1.67971,18.9698
2009-09-15T16:59:33.925Z,28.115,-5.48715,-1.746,27.519
2009-09-15T16:59:37.057Z,26.0254,-3.20701,-0.198391,25.8263
2009-09-15T16:59:40.189Z,26.9459,-1.12894,2.95049,26.7601
2009-09-15T16:59:43.321Z,24.2617,0.0524148,0.198584,24.2608
2009-09-15T16:59:46.453Z,18.2463,-2.51935,-2.32354,17.9216
2009-09-15T16:59:49.586Z,18.2417,-2.66406,1.7477,17.9613
2009-09-15T16:59:52.718Z,19.8812,-2.84487,-0.56367,19.6686
2009-09-15T16:59:55.850Z,24.7786,-3.37548,-7.11792,23.4929
2009-09-15T16:59:58.982Z,26.5696,-3.14234,-8.14023,25.0959
2009-09-15T17:00:02.114Z,19.7467,-2.43086,-3.63569,19.2563
