UT,B_TOTAL,BX,BY,BZ
2009-09-15T11:49:26.171Z,104.347,-23.6761,67.3182,76.1313
2009-09-15T11:49:29.303Z,104.306,-23.4759,67.4893,75.9856
2009-09-15T11:49:32.436Z,104.237,-23.5338,67.0819,76.2333
2009-09-15T11:49:35.568Z,104.116,-23.5826,67.0613,76.0704
2009-09-15T11:49:38.700Z,104.074,-23.6657,66.987,76.0526
2009-09-15T11:49:41.832Z,104.004,-23.6663,66.9432,75.9962
2009-09-15T11:49:44.964Z,104.014,-23.644,67.2092,75.7809
2009-09-15T11:49:48.096Z,103.867,-23.4797,67.212,75.628
2009-09-15T11:49:51.228Z,103.801,-23.4675,67.0123,75.7186
2009-09-15T11:49:54.360Z,103.753,-23.3502,67.1315,75.583
2009-09-15T11:49:57.492Z,103.807,-23.4197,66.9588,75.7885
2009-09-15T11:50:00.624Z,103.589,-23.291,66.8146,75.657
2009-09-15T11:50:03.757Z,103.472,-23.4226,66.7493,75.5137
2009-09-15T11:50:06.889Z,103.532,-23.6353,66.7466,75.533
2009-09-15T11:50:10.021Z,103.457,-23.4927,66.5327,75.6627
2009-09-15T11:50:13.153Z,103.307,-23.5895,66.5497,75.4123
2009-09-15T11:50:16.285Z,103.287,-23.5197,66.7423,75.2369
2009-09-15T11:50:19.417Z,103.271,-23.5293,66.3117,75.5911
2009-09-15T11:50:22.549Z,103.171,-23.4252,66.558,75.2704
2009-09-15T11:50:25.681Z,103.195,-23.425,66.5715,75.2902
2009-09-15T11:50:28.813Z,103.077,-23.3654,66.2841,75.4015
2009-09-15T11:50:31.945Z,103.115,-23.5784,66.2671,75.4017
2009-09-15T11:50:35.078Z,103,-23.6749,66.3057,75.1799
2009-09-15T11:50:38.210Z,102.901,-23.5325,66.0774,75.2906
2009-09-15T11:50:41.342Z,102.702,-23.4164,66.1034,75.0312
2009-09-15T11:50:44.474Z,102.77,-23.5464,66.1527,75.0403
2009-09-15T11:50:47.606Z,102.706,-23.4992,66.057,75.0523
2009-09-15T11:50:50.738Z,102.617,-23.3344,66.0956,74.947
2009-09-15T11:50:53.870Z,102.627,-23.4648,66.109,74.9085
2009-09-15T11:50:57.002Z,102.503,-23.3004,66.1262,74.7747
2009-09-15T11:51:00.134Z,102.472,-23.2879,65.948,74.8938
2009-09-15T11:51:03.266Z,102.436,-23.3232,65.8218,74.9445
2009-09-15T11:51:06.399Z,102.324,-23.2542,65.9571,74.6929
2009-09-15T11:51:09.531Z,102.296,-23.1716,65.9867,74.6549
2009-09-15T11:51:12.663Z,102.233,-23.1244,65.891,74.6669
2009-09-15T11:51:15.795Z,102.212,-23.3379,65.8382,74.6194
2009-09-15T11:51:18.927Z,102.103,-23.2911,65.7137,74.5933
2009-09-15T11:51:22.059Z,102.139,-23.4435,65.4818,74.7993
2009-09-15T11:51:25.191Z,102.024,-23.54,65.5204,74.5775
2009-09-15T11:51:28.323Z,101.981,-23.3399,65.6916,74.4318
2009-09-15T11:51:31.455Z,101.893,-23.2323,65.3665,74.6305
2009-09-15T11:51:34.587Z,101.88,-23.363,65.3657,74.573
2009-09-15T11:51:37.720Z,101.782,-23.3161,65.2484,74.5564
2009-09-15T11:51:40.852Z,101.73,-23.3643,65.2709,74.4506
2009-09-15T11:51:43.984Z,101.709,-23.3295,65.3596,74.3537
2009-09-15T11:51:47.116Z,101.606,-23.1043,65.1761,74.4447
2009-09-15T11:51:50.248Z,101.496,-23.153,65.1627,74.2913
2009-09-15T11:51:53.380Z,101.541,-23.2831,65.1977,74.2814
2009-09-15T11:51:56.512Z,101.536,-23.2004,65.2417,74.2625
2009-09-15T11:51:59.644Z,101.417,-23.1187,65.214,74.1483
2009-09-15T11:52:02.776Z,101.392,-23.1539,65.0949,74.2085
2009-09-15T11:52:05.908Z,101.346,-23.1543,65.0655,74.1711
2009-09-15T11:52:09.041Z,101.144,-23.1083,64.8837,74.0687
2009-09-15T11:52:12.173Z,101.069,-23.2522,65.0029,73.8166
2009-09-15T11:52:15.305Z,101.096,-23.2392,64.8606,73.9833
2009-09-15T11:52:18.437Z,100.935,-23.2406,64.7594,73.8507
2009-09-15T11:52:21.569Z,100.87,-23.3239,64.6708,73.8139
2009-09-15T11:52:24.701Z,101.003,-23.3705,64.8079,73.8605
2009-09-15T11:52:27.833Z,100.934,-23.2756,64.653,73.9313
2009-09-15T11:52:30.965Z,100.846,-23.3591,64.5501,73.8755
2009-09-15T11:52:34.097Z,100.854,-23.2413,64.7052,73.7876
2009-09-15T11:52:37.229Z,100.803,-23.1589,64.7205,73.7306
2009-09-15T11:52:40.362Z,100.745,-23.0639,64.5727,73.8109
2009-09-15T11:52:43.494Z,100.676,-23.0645,64.5289,73.7545
2009-09-15T11:52:46.626Z,100.584,-23.0653,64.4708,73.679
2009-09-15T11:52:49.758Z,100.451,-23.1142,64.4431,73.5065
2009-09-15T11:52:52.890Z,100.438,-23.2449,64.4423,73.449
2009-09-15T11:52:56.022Z,100.472,-23.2796,64.359,73.5568
2009-09-15T11:52:59.154Z,100.427,-23.245,64.4335,73.4409
2009-09-15T11:53:02.286Z,100.465,-23.3624,64.3054,73.5683
2009-09-15T11:53:05.418Z,100.264,-23.2814,64.2276,73.3874
2009-09-15T11:53:08.550Z,100.229,-23.3167,64.1014,73.4381
2009-09-15T11:53:11.683Z,100.127,-23.152,64.1329,73.3233
2009-09-15T11:53:14.815Z,100.156,-23.104,64.0944,73.4115
2009-09-15T11:53:17.947Z,100.017,-23.0097,63.8965,73.4251
2009-09-15T11:53:21.079Z,99.8736,-23.0237,63.9656,73.1646
2009-09-15T11:53:24.211Z,100.01,-23.188,63.954,73.3094
2009-09-15T11:53:27.343Z,99.9708,-23.1056,63.9765,73.2619
2009-09-15T11:53:30.475Z,99.8343,-22.9412,63.9865,73.1186
2009-09-15T11:53:33.607Z,99.8275,-23.0241,63.9337,73.1294
2009-09-15T11:53:36.739Z,99.8517,-22.8933,63.94,73.1979
2009-09-15T11:53:39.871Z,99.7413,-22.8815,63.7116,73.2502
2009-09-15T11:53:43.004Z,99.6,-22.7299,63.8775,72.96
2009-09-15T11:53:46.136Z,99.5739,-22.5169,63.9,72.9708
2009-09-15T11:53:49.268Z,99.5521,-22.482,63.9888,72.874
2009-09-15T11:53:52.400Z,99.4437,-22.623,63.5077,73.1029
2009-09-15T11:53:55.532Z,99.3207,-22.8024,63.4944,72.8912
2009-09-15T11:53:58.664Z,99.4014,-22.8972,63.6549,72.8314
2009-09-15T11:54:01.796Z,99.4284,-23.0147,63.5196,72.9492
2009-09-15T11:54:04.928Z,99.2792,-22.981,63.5296,72.7476
2009-09-15T11:54:08.060Z,99.1185,-22.8519,63.4214,72.6637
2009-09-15T11:54:11.192Z,99.1352,-22.839,63.2717,72.8208
2009-09-15T11:54:14.325Z,99.1416,-22.8517,63.434,72.6842
2009-09-15T11:54:17.457Z,99.0539,-22.5213,63.5695,72.5492
2009-09-15T11:54:20.589Z,98.8985,-22.3794,63.3053,72.6121
2009-09-15T11:54:23.721Z,98.9384,-22.5223,63.4962,72.4554
2009-09-15T11:54:26.853Z,98.9547,-22.5094,63.3466,72.6125
2009-09-15T11:54:29.985Z,98.8217,-22.5583,63.319,72.44
2009-09-15T11:54:33.117Z,98.7505,-22.629,63.0672,72.5405
2009-09-15T11:54:36.249Z,98.5141,-22.5833,62.8641,72.4094
2009-09-15T11:54:39.381Z,98.5013,-22.7139,62.8633,72.3519
2009-09-15T11:54:42.513Z,98.432,-22.7145,62.8195,72.2954
2009-09-15T11:54:45.645Z,98.3692,-22.7278,62.9388,72.1017
2009-09-15T11:54:48.778Z,98.3232,-22.6327,62.7982,72.1915
2009-09-15T11:54:51.910Z,98.3045,-22.7506,62.6342,72.2712
2009-09-15T11:54:55.042Z,98.1397,-22.5037,62.6748,72.0892
2009-09-15T11:54:58.174Z,98.0897,-22.3864,62.7941,71.9537
2009-09-15T11:55:01.306Z,97.9917,-22.279,62.4617,72.1427
2009-09-15T11:55:04.438Z,97.868,-22.4933,62.3445,72.0094
2009-09-15T11:55:07.570Z,97.7586,-22.507,62.4352,71.7775
2009-09-15T11:55:10.702Z,97.7191,-22.4246,62.4577,71.7301
2009-09-15T11:55:13.834Z,97.7048,-22.6603,62.145,71.9078
2009-09-15T11:55:16.966Z,97.5435,-22.6267,62.1479,71.6967
2009-09-15T11:55:20.099Z,97.5854,-22.5085,62.3245,71.6375
2009-09-15T11:55:23.231Z,97.6049,-22.295,62.3756,71.6864
2009-09-15T11:55:26.363Z,97.4046,-22.1185,62.1867,71.6327
2009-09-15T11:55:29.495Z,97.296,-22.0366,62.1663,71.528
2009-09-15T11:55:32.627Z,97.2329,-21.9894,62.0705,71.5399
2009-09-15T11:55:35.759Z,97.1289,-21.9903,62.0053,71.4548
2009-09-15T11:55:38.891Z,97.0427,-22.0038,62.1103,71.242
2009-09-15T11:55:42.023Z,97.0232,-22.1218,61.9464,71.3217
2009-09-15T11:55:45.155Z,96.9812,-22.3004,61.9833,71.1768
2009-09-15T11:55:48.287Z,97.0257,-22.4051,61.6991,71.4509
2009-09-15T11:55:51.420Z,96.8937,-22.3234,61.6643,71.3272
2009-09-15T11:55:54.552Z,96.9173,-22.2882,61.7818,71.2685
2009-09-15T11:55:57.684Z,96.759,-21.9935,61.7704,71.1549
2009-09-15T11:56:00.816Z,96.7243,-21.9938,61.7481,71.127
2009-09-15T11:56:03.948Z,96.582,-21.8167,61.595,71.1209
2009-09-15T11:56:07.080Z,96.4263,-21.8308,61.6571,70.8509
2009-09-15T11:56:10.212Z,96.4165,-21.7004,61.6419,70.8908
2009-09-15T11:56:13.344Z,96.4427,-21.853,61.4026,71.0871
2009-09-15T11:56:16.476Z,96.3424,-22.0321,61.4037,70.8944
2009-09-15T11:56:19.608Z,96.2399,-21.963,61.5465,70.6525
2009-09-15T11:56:22.741Z,96.2283,-21.9026,61.3233,70.8493
2009-09-15T11:56:25.873Z,96.0838,-21.9261,60.9694,70.9513
2009-09-15T11:56:29.005Z,95.9505,-21.94,61.0459,70.7003
2009-09-15T11:56:32.137Z,96.0536,-22.0346,61.2207,70.6597
2009-09-15T11:56:35.269Z,95.9578,-21.8221,61.2002,70.6133
2009-09-15T11:56:38.401Z,95.8171,-21.575,61.2551,70.4504
2009-09-15T11:56:41.533Z,95.8171,-21.575,61.2543,70.4511
2009-09-15T11:56:44.665Z,95.7019,-21.5155,60.9667,70.5621
2009-09-15T11:56:47.797Z,95.5112,-21.5299,61.0074,70.2635
2009-09-15T11:56:50.929Z,95.465,-21.5303,60.9779,70.2261
2009-09-15T11:56:54.062Z,95.4731,-21.7658,60.6795,70.4228
2009-09-15T11:56:57.194Z,95.3689,-21.8017,60.5102,70.4161
2009-09-15T11:57:00.326Z,95.2125,-21.8158,60.5724,70.1461
2009-09-15T11:57:03.458Z,95.2073,-21.7681,60.5124,70.2057
2009-09-15T11:57:06.590Z,95.1493,-21.8036,60.3718,70.2371
2009-09-15T11:57:09.722Z,95.0922,-21.7341,60.5432,70.0334
2009-09-15T11:57:12.854Z,95.1298,-21.5077,60.4454,70.2386
2009-09-15T11:57:15.986Z,95.073,-21.4382,60.6168,70.0349
2009-09-15T11:57:19.118Z,95.0012,-21.2255,60.6106,70.0075
2009-09-15T11:57:22.250Z,94.9489,-21.2482,60.314,70.1857
2009-09-15T11:57:25.383Z,94.8154,-21.2621,60.3905,69.9348
2009-09-15T11:57:28.515Z,94.8038,-21.2622,60.3825,69.926
2009-09-15T11:57:31.647Z,94.5973,-21.1685,60.1417,69.8822
2009-09-15T11:57:34.779Z,94.484,-21.4178,59.9277,69.8368
2009-09-15T11:57:37.911Z,94.5964,-21.6428,60.1168,69.757
2009-09-15T11:57:41.043Z,94.5631,-21.5826,59.8792,69.9346
2009-09-15T11:57:44.175Z,94.4311,-21.466,59.9486,69.7325
2009-09-15T11:57:47.307Z,94.5522,-21.4777,60.1825,69.6914
2009-09-15T11:57:50.439Z,94.5052,-21.1342,60.1834,69.7319
2009-09-15T11:57:53.571Z,94.3175,-20.9576,60.0017,69.6876
2009-09-15T11:57:56.704Z,94.2926,-21.0533,60.0978,69.5421
2009-09-15T11:57:59.836Z,94.2712,-20.958,59.9714,69.6509
2009-09-15T11:58:02.968Z,94.0976,-20.9595,59.8633,69.5086
2009-09-15T11:58:06.100Z,94.0536,-21.1731,59.7963,69.442
2009-09-15T11:58:09.232Z,94.017,-21.304,59.7812,69.3653
2009-09-15T11:58:12.364Z,93.9377,-21.2092,59.619,69.4264
2009-09-15T11:58:15.496Z,94.0216,-21.4217,59.6306,69.4648
2009-09-15T11:58:18.628Z,93.8475,-21.0444,59.6569,69.322
2009-09-15T11:58:21.760Z,93.7677,-20.9751,59.8141,69.0992
2009-09-15T11:58:24.892Z,93.7014,-20.8196,59.4438,69.3753
2009-09-15T11:58:28.025Z,93.6251,-20.868,59.4521,69.2505
2009-09-15T11:58:31.157Z,93.5335,-20.7988,59.6021,69.0182
2009-09-15T11:58:34.289Z,93.5798,-20.7984,59.6299,69.057
2009-09-15T11:58:37.421Z,93.5625,-20.8208,59.3546,69.2637
2009-09-15T11:58:40.553Z,93.3892,-20.7873,59.3505,69.043
2009-09-15T11:58:43.685Z,93.3617,-20.7048,59.3802,69.0051
2009-09-15T11:58:46.817Z,93.2988,-20.6926,59.1804,69.0953
2009-09-15T11:58:49.949Z,93.2106,-20.7761,59.0775,69.0393
2009-09-15T11:58:53.081Z,93.1298,-20.7418,59.1306,68.8949
2009-09-15T11:58:56.213Z,93.0094,-20.6951,58.9991,68.859
2009-09-15T11:58:59.345Z,93.0025,-20.7429,59.0503,68.7914
2009-09-15T11:59:02.478Z,92.8349,-20.4133,59.1358,68.5899
2009-09-15T11:59:05.610Z,92.9038,-20.4477,59.0739,68.7262
2009-09-15T11:59:08.742Z,92.8453,-20.5182,58.8292,68.8359
2009-09-15T11:59:11.874Z,92.7648,-20.4489,58.9864,68.6132
2009-09-15T11:59:15.006Z,92.7143,-20.3665,59.0018,68.5562
2009-09-15T11:59:18.138Z,92.6009,-20.272,58.8182,68.5886
2009-09-15T11:59:21.270Z,92.5082,-20.2728,58.7601,68.513
2009-09-15T11:59:24.402Z,92.5078,-20.3428,58.5512,68.6704
2009-09-15T11:59:27.534Z,92.5674,-20.5556,58.5485,68.6897
2009-09-15T11:59:30.666Z,92.5398,-20.4381,58.6822,68.5734
2009-09-15T11:59:33.799Z,92.4384,-20.3785,58.4017,68.6937
2009-09-15T11:59:36.931Z,92.2139,-20.2976,58.3098,68.4936
2009-09-15T11:59:40.063Z,92.2574,-20.3927,58.4489,68.4054
2009-09-15T11:59:43.195Z,92.2227,-20.393,58.4266,68.3775
2009-09-15T11:59:46.327Z,92.0199,-20.1688,58.1785,68.3823
2009-09-15T11:59:49.459Z,91.9566,-20.4654,58.0524,68.3162
2009-09-15T11:59:52.591Z,91.9407,-20.4178,57.9852,68.3661
2009-09-15T11:59:55.723Z,91.9176,-20.418,57.97,68.3478
2009-09-15T11:59:58.855Z,91.9222,-20.5007,57.9243,68.3681
2009-09-15T12:00:01.987Z,91.864,-20.4662,57.9918,68.2428
2009-09-15T12:00:05.120Z,91.805,-20.3234,57.7847,68.3816
2009-09-15T12:00:08.252Z,91.6035,-20.2424,57.7072,68.2006
2009-09-15T12:00:11.384Z,91.6933,-20.3721,57.7707,68.2289
2009-09-15T12:00:14.516Z,91.6031,-20.2074,57.8095,68.1237
2009-09-15T12:00:17.648Z,91.5178,-20.1604,57.6994,68.1164
2009-09-15T12:00:20.780Z,91.4715,-20.1608,57.67,68.079
2009-09-15T12:00:23.912Z,91.3012,-20.0667,57.4506,68.0636
2009-09-15T12:00:27.044Z,91.2526,-20.2327,57.3244,68.0558
2009-09-15T12:00:30.176Z,91.3202,-20.3976,57.2696,68.1433
2009-09-15T12:00:33.308Z,91.3344,-20.3752,57.5432,67.9382
2009-09-15T12:00:36.441Z,91.3066,-20.1845,57.2983,68.1644
2009-09-15T12:00:39.573Z,91.1676,-20.1857,57.2117,68.0506
2009-09-15T12:00:42.705Z,91.1599,-20.2335,57.2629,67.9831
2009-09-15T12:00:45.837Z,91.0595,-20.1389,57.0864,68.025
2009-09-15T12:00:48.969Z,90.8271,-19.9626,56.8762,67.9423
2009-09-15T12:00:52.101Z,90.7557,-20.1288,56.7356,67.9154
2009-09-15T12:00:55.233Z,90.7738,-20.1891,56.9645,67.7298
2009-09-15T12:00:58.365Z,90.774,-20.0458,56.7931,67.9163
2009-09-15T12:01:01.497Z,90.6478,-20.0819,56.6095,67.8904
2009-09-15T12:01:04.629Z,90.6833,-20.2599,56.6966,67.8123
2009-09-15T12:01:07.762Z,90.5356,-20.1307,56.5956,67.7376
2009-09-15T12:01:10.894Z,90.4755,-20.0611,56.7672,67.5341
2009-09-15T12:01:14.026Z,90.5295,-20.0129,56.7428,67.6412
2009-09-15T12:01:17.158Z,90.3773,-19.8009,56.6867,67.5471
2009-09-15T12:01:20.290Z,90.3448,-19.8713,56.4562,67.6758
2009-09-15T12:01:23.422Z,90.3558,-20.0144,56.6331,67.5003
2009-09-15T12:01:26.554Z,90.3984,-19.9663,56.6016,67.5979
2009-09-15T12:01:29.686Z,90.2904,-19.9195,56.4772,67.5715
2009-09-15T12:01:32.818Z,90.2156,-20.0379,56.2774,67.6032
2009-09-15T12:01:35.950Z,90.3337,-20.2502,56.3104,67.6702
2009-09-15T12:01:39.083Z,90.307,-20.2027,56.236,67.7106
2009-09-15T12:01:42.215Z,90.1593,-20.0734,56.135,67.6359
2009-09-15T12:01:45.347Z,90.0656,-20.2398,55.9801,67.5899
2009-09-15T12:01:48.479Z,90.0869,-20.2045,56.0976,67.5314
2009-09-15T12:01:51.611Z,90.065,-20.0392,56.1793,67.4835
2009-09-15T12:01:54.743Z,90.1477,-20.0735,56.1244,67.6293
2009-09-15T12:01:57.875Z,89.9937,-20.0271,55.9714,67.5647
2009-09-15T12:02:01.007Z,90.0159,-20.1924,55.888,67.614
2009-09-15T12:02:04.139Z,90.0037,-20.3581,55.7832,67.6347
2009-09-15T12:02:07.271Z,90.0097,-20.2753,55.8343,67.6254
2009-09-15T12:02:10.403Z,89.9302,-20.2983,55.516,67.7746
2009-09-15T12:02:13.536Z,89.7507,-20.3826,55.356,67.6422
2009-09-15T12:02:16.668Z,89.8242,-20.4424,55.6206,67.5044
2009-09-15T12:02:19.800Z,89.7947,-20.1816,55.5837,67.574
2009-09-15T12:02:22.932Z,89.6471,-20.0524,55.4828,67.4994
2009-09-15T12:02:26.064Z,89.5861,-20.0052,55.3869,67.5111
2009-09-15T12:02:29.196Z,89.7368,-20.1821,55.5454,67.5284
2009-09-15T12:02:32.328Z,89.6905,-20.1825,55.516,67.4909
2009-09-15T12:02:35.460Z,89.58,-20.088,55.3323,67.5232
2009-09-15T12:02:38.592Z,89.5018,-20.302,55.2439,67.4279
2009-09-15T12:02:41.724Z,89.5424,-20.3844,55.2196,67.4768
2009-09-15T12:02:44.857Z,89.3802,-20.3731,54.9554,67.4809
2009-09-15T12:02:47.989Z,89.3315,-20.504,54.9332,67.3946
2009-09-15T12:02:51.121Z,89.4333,-20.6337,55.0039,67.4325
2009-09-15T12:02:54.253Z,89.2821,-20.4567,54.8437,67.4166
2009-09-15T12:02:57.385Z,89.2212,-20.4222,54.9112,67.2913
2009-09-15T12:03:00.517Z,89.1719,-20.222,55.0827,67.1461
2009-09-15T12:03:03.649Z,89.1686,-20.1616,54.8592,67.3425
2009-09-15T12:03:06.781Z,89.1025,-20.3755,54.7779,67.2567
2009-09-15T12:03:09.913Z,89.1051,-20.2576,54.9331,67.1692
2009-09-15T12:03:13.045Z,88.9835,-20.1759,54.9057,67.0549
2009-09-15T12:03:16.178Z,88.8826,-20.3774,54.6396,67.0775
2009-09-15T12:03:19.310Z,88.8481,-20.3904,54.7807,66.9126
2009-09-15T12:03:22.442Z,88.8541,-20.4604,54.5716,67.0698
2009-09-15T12:03:25.574Z,88.7616,-20.4612,54.5136,66.9942
2009-09-15T12:03:28.706Z,88.7069,-20.5094,54.5363,66.8884
2009-09-15T12:03:31.838Z,88.7932,-20.4259,54.6375,66.946
2009-09-15T12:03:34.970Z,88.7669,-20.3783,54.563,66.9863
2009-09-15T12:03:38.102Z,88.6536,-20.2488,54.4835,66.9403
2009-09-15T12:03:41.234Z,88.5434,-20.167,54.4632,66.8356
2009-09-15T12:03:44.366Z,88.358,-20.003,54.4449,66.654
2009-09-15T12:03:47.499Z,88.2598,-20.074,54.1716,66.7253
2009-09-15T12:03:50.631Z,88.1531,-20.2181,54.2772,66.4544
2009-09-15T12:03:53.763Z,88.1676,-20.253,54.1793,66.5429
2009-09-15T12:03:56.895Z,88.1108,-20.4191,54.0459,66.5254
2009-09-15T12:04:00.027Z,88.0941,-20.5147,54.1493,66.3896
2009-09-15T12:04:03.159Z,88.1605,-20.4791,54.2954,66.3693
2009-09-15T12:04:06.291Z,88.2149,-20.4308,54.2709,66.4765
2009-09-15T12:04:09.423Z,88.0059,-20.2417,53.9116,66.5497
2009-09-15T12:04:12.555Z,87.9071,-20.1598,53.8985,66.4545
2009-09-15T12:04:15.687Z,87.8724,-20.1601,53.8762,66.4266
2009-09-15T12:04:18.820Z,87.7535,-20.126,53.9081,66.2536
2009-09-15T12:04:21.952Z,87.7188,-20.1263,53.8858,66.2257
2009-09-15T12:04:25.084Z,87.6898,-20.0565,54.0789,66.0508
2009-09-15T12:04:28.216Z,87.5857,-20.0574,54.0138,65.9656
2009-09-15T12:04:31.348Z,87.6094,-20.2228,53.9304,66.0149
2009-09-15T12:04:34.480Z,87.6368,-20.4231,53.7428,66.1424
2009-09-15T12:04:37.612Z,87.4867,-20.4371,53.8126,65.8821
2009-09-15T12:04:40.744Z,87.4404,-20.4375,53.7832,65.8446
2009-09-15T12:04:43.876Z,87.3267,-20.308,53.7036,65.7986
2009-09-15T12:04:47.008Z,87.2689,-20.3085,53.6671,65.7515
2009-09-15T12:04:50.140Z,87.1205,-20.1665,53.4027,65.8138
2009-09-15T12:04:53.273Z,87.1682,-20.3571,53.6604,65.6083
2009-09-15T12:04:56.405Z,87.1264,-20.1091,53.7798,65.5314
2009-09-15T12:04:59.537Z,86.9746,-19.7666,53.7165,65.486
2009-09-15T12:05:02.669Z,86.9985,-20.0848,53.3727,65.7016
2009-09-15T12:05:05.801Z,86.9476,-20.1934,53.6182,65.4003
2009-09-15T12:05:08.933Z,86.9885,-20.2758,53.5939,65.4492
2009-09-15T12:05:12.065Z,86.8642,-20.2993,53.2469,65.5599
2009-09-15T12:05:15.197Z,86.7239,-20.431,53.1677,65.3973
2009-09-15T12:05:18.329Z,86.7308,-20.5264,53.2855,65.2806
2009-09-15T12:05:21.461Z,86.6384,-20.2311,53.3171,65.2242
2009-09-15T12:05:24.594Z,86.6534,-20.2787,53.3826,65.1758
2009-09-15T12:05:27.726Z,86.6436,-20.1483,53.3673,65.2157
2009-09-15T12:05:30.858Z,86.4775,-19.9364,53.3041,65.1119
2009-09-15T12:05:33.990Z,86.5045,-20.1368,53.1165,65.2394
2009-09-15T12:05:37.122Z,86.5078,-20.1845,53.1749,65.1814
2009-09-15T12:05:40.254Z,86.4212,-20.1152,53.3324,64.9589
2009-09-15T12:05:43.386Z,86.3941,-20.055,53.0945,65.1361
2009-09-15T12:05:46.518Z,86.2354,-20.0914,52.8896,65.0812
2009-09-15T12:05:49.650Z,86.1928,-20.1522,53.083,64.8482
2009-09-15T12:05:52.782Z,86.1218,-19.9745,52.9727,64.899
2009-09-15T12:05:55.915Z,86.0557,-19.9975,52.6614,65.0575
2009-09-15T12:05:59.047Z,85.996,-20.1412,52.7956,64.8249
2009-09-15T12:06:02.179Z,86.0311,-20.1536,52.9797,64.7174
2009-09-15T12:06:05.311Z,86.0034,-19.9405,53.0021,64.7282
2009-09-15T12:06:08.443Z,85.9972,-19.8577,53.0461,64.7094
2009-09-15T12:06:11.575Z,85.9334,-19.7755,53.0544,64.6429
2009-09-15T12:06:14.707Z,85.7934,-19.5985,52.9013,64.6364
2009-09-15T12:06:17.839Z,85.7413,-19.669,52.6564,64.7457
2009-09-15T12:06:20.971Z,85.6603,-19.6697,52.6056,64.6795
2009-09-15T12:06:24.103Z,85.649,-19.6825,52.7611,64.5339
2009-09-15T12:06:27.236Z,85.615,-19.8357,52.4785,64.6722
2009-09-15T12:06:30.368Z,85.5471,-20.0018,52.3379,64.645
2009-09-15T12:06:33.500Z,85.5951,-20.1924,52.5957,64.4397
2009-09-15T12:06:36.632Z,85.6116,-20.1094,52.654,64.44
2009-09-15T12:06:39.764Z,85.5206,-19.967,52.4252,64.5499
2009-09-15T12:06:42.896Z,85.4216,-19.8851,52.4122,64.4547
2009-09-15T12:06:46.028Z,85.381,-19.8153,52.5983,64.2704
2009-09-15T12:06:49.160Z,85.3363,-19.5196,52.6584,64.2523
2009-09-15T12:06:52.292Z,85.2346,-19.5428,52.3257,64.382
2009-09-15T12:06:55.424Z,85.1252,-19.6393,52.3721,64.1698
2009-09-15T12:06:58.557Z,85.1247,-19.4737,52.4681,64.1411
2009-09-15T12:07:01.689Z,85.0677,-19.6144,52.0077,64.3971
2009-09-15T12:07:04.821Z,84.9645,-19.7935,52.0093,64.2045
2009-09-15T12:07:07.953Z,84.971,-19.8762,51.9635,64.2246
2009-09-15T12:07:11.085Z,84.8983,-19.8418,52.0241,64.0899
2009-09-15T12:07:14.217Z,84.9511,-19.9242,52.0069,64.1483
2009-09-15T12:07:17.349Z,84.9843,-19.7583,52.1243,64.1483
2009-09-15T12:07:20.481Z,84.8276,-19.6769,52.0756,64.0053
2009-09-15T12:07:23.613Z,84.7996,-19.7472,51.8449,64.1336
2009-09-15T12:07:26.745Z,84.7827,-19.8428,51.9484,63.9979
2009-09-15T12:07:29.877Z,84.816,-19.677,52.0658,63.9979
2009-09-15T12:07:33.010Z,84.6357,-19.4048,51.7727,64.08
2009-09-15T12:07:36.142Z,84.5553,-19.5837,51.7885,63.9064
2009-09-15T12:07:39.274Z,84.6079,-19.6787,51.9349,63.828
2009-09-15T12:07:42.406Z,84.5984,-19.5483,51.9195,63.8679
2009-09-15T12:07:45.538Z,84.4749,-19.5717,51.5725,63.9785
2009-09-15T12:07:48.670Z,84.3919,-19.703,51.529,63.8635
2009-09-15T12:07:51.802Z,84.397,-19.9162,51.4906,63.835
2009-09-15T12:07:54.934Z,84.3501,-20.0345,51.305,63.8855
2009-09-15T12:07:58.066Z,84.3647,-20.0821,51.3706,63.8372
2009-09-15T12:08:01.198Z,84.3388,-19.9294,51.6159,63.6526
2009-09-15T12:08:04.331Z,84.2448,-19.752,51.4913,63.6842
2009-09-15T12:08:07.463Z,84.2764,-19.7039,51.4525,63.7723
2009-09-15T12:08:10.595Z,84.2612,-19.669,51.5487,63.6853
2009-09-15T12:08:13.727Z,84.3388,-19.6333,51.7019,63.6748
2009-09-15T12:08:16.859Z,84.2458,-19.4432,51.4138,63.8432
2009-09-15T12:08:19.991Z,84.1723,-19.7048,51.3848,63.6891
2009-09-15T12:08:23.123Z,84.1208,-19.8008,51.467,63.5248
2009-09-15T12:08:26.255Z,84.1093,-19.8009,51.459,63.5159
2009-09-15T12:08:29.387Z,83.962,-19.955,51.105,63.5585
2009-09-15T12:08:32.519Z,83.903,-20.0861,51.0758,63.4628
2009-09-15T12:08:35.652Z,83.8799,-20.0863,51.0607,63.4443
2009-09-15T12:08:38.784Z,83.8497,-20.0037,51.0905,63.4065
2009-09-15T12:08:41.916Z,83.8843,-20.0034,51.1109,63.4359
2009-09-15T12:08:45.048Z,83.8505,-19.8859,51.2449,63.3199
2009-09-15T12:08:48.180Z,83.7168,-19.4955,51.1365,63.3521
2009-09-15T12:08:51.312Z,83.7024,-19.7439,50.9796,63.3825
